"No.","Time","Source","Destination","Protocol","Length","Info"
"174","20.701796393","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=586/18946, ttl=64 (request in 173)"
"175","21.270912768","02:42:c7:f2:77:18","02:42:ac:11:00:02","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.2 detected!)"
"176","21.463848963","02:42:c7:f2:77:18","02:42:ac:11:00:03","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.3 detected!)"
"177","21.693708540","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=32/8192, ttl=64 (no response found!)"
"178","21.693759656","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=32/8192, ttl=63 (reply in 179)"
"179","21.693803658","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=32/8192, ttl=64 (request in 178)"
"180","21.693819007","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=32/8192, ttl=63"
"181","21.725724496","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=587/19202, ttl=64 (reply in 182)"
"182","21.725804446","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=587/19202, ttl=64 (request in 181)"
"183","22.002764211","02:42:c7:f2:77:18","02:42:ac:11:00:04","ARP","42","172.17.0.3 is at 02:42:c7:f2:77:18"
"184","22.467057407","02:42:c7:f2:77:18","02:42:ac:11:00:04","ARP","42","172.17.0.2 is at 02:42:c7:f2:77:18"
"185","22.717891096","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=33/8448, ttl=64 (no response found!)"
"186","22.717952932","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=33/8448, ttl=63 (reply in 187)"
"187","22.717989200","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=33/8448, ttl=64 (request in 186)"
"188","22.718004699","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=33/8448, ttl=63"
"189","22.749720674","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=588/19458, ttl=64 (reply in 190)"
"190","22.749800854","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=588/19458, ttl=64 (request in 189)"
"191","23.271356998","02:42:c7:f2:77:18","02:42:ac:11:00:02","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.2 detected!)"
"192","23.464387534","02:42:c7:f2:77:18","02:42:ac:11:00:03","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.3 detected!)"
"193","23.741499969","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=34/8704, ttl=64 (no response found!)"
